"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20130020308","40,894","5,517"
"T20130020314","30,002","6,047"
"T20130020375","15,435","7,831"
"T20130020378","42,232","6,193"
"T20130020403","55,242","9,313"
"T20130020404","410","9,023"
"T20130020417","12,246","5,490"
"T20130020454","49,729","7,629"
"T20130020478","228","9,406"
"T20130020481","50,011","103,682"
"T20130020490","52,194","101,499"
"T20130020497","264,058","102,028"
"T20130020512","59,025","3,108"
"T20130020526","40,500","5,518"
"T20130020527","278,628","6,401"
"T20130020585","868","6,379"
"T20130020586","65,993","5,311"
"T20130020593","52,992","2,335"
"T20130020611","224,600","105,625"
"T20130020710","38,872","5,363"
"T20130020724","42,744","6,221"
"T20130020729","66,606","5,408"
"T20130020741","52,839","2,282"
"T20130020757","35,687","9,089"
"T20130020770","729","5,766"
"T20130020779","221,437","8,715"
"T20130020784","47,717","102,225"
"T20130020788","57,726","6,407"
"T20130020793","44,058","6,905"
"T20130020795","45,230","9,054"
"T20130020811","68,187","5,715"
"T20130020825","38,098","9,032"
"T20130020831","43,662","8,536"
"T20130020844","264,588","4,019"
"T20130020849","19,446","4,193"
"T20130020881","35,368","100,860"
"T20130020887","264,245","103,820"
"T20130020929","42,467","6,083"
"T20130020933","37,592","9,490"
"T20130020947","42,316","6,042"
"T20130020958","556","8,879"
"T20130020982","478","5,254"
"T20130020999","38,056","9,026"
"T20130021024","41,182","8,839"
"T20130021038","29,396","9,329"
"T20130021056","39,338","5,345"
"T20130021063","239,030","7,834"
"T20130021098","41,244","8,885"
"T20130021135","57,539","5,760"
"T20130021164","44,444","7,673"
"T20130021176","224,333","5,227"
"T20130021205","713","5,957"
"T20130021207","264,660","6,020"
"T20130021249","221,904","6,188"
"T20130021257","10,893","7,594"
"T20130021262","48,289","9,149"
"T20130021300","263,961","100,929"
"T20130021346","83","9,299"
"T20130021363","52,926","2,328"
"T20130021366","955","6,701"
"T20130021378","35,546","5,754"
"T20130021378","35,546","101,261"
"T20130021380","49,689","7,615"
"T20130021388","263,908","6,030"
"T20130021388","263,908","105,834"
"T20130021392","232,731","5,336"
"T20130021406","32,339","100,864"
"T20130021445","262,802","103,815"
"T20130021452","29,710","6,284"
"T20130021454","32,860","6,390"
"T20130021480","84","5,272"
"T20130021528","42,658","6,174"
"T20130021539","44,220","8,618"
"T20130021549","53,179","6,139"
"T20130021566","37,916","9,186"
"T20130021567","30,032","2,287"
"T20130021574","38,377","5,114"
"T20130021584","222,798","9,463"
"T20130021603","232,964","5,698"
"T20130021603","232,964","101,329"
"T20130021618","49,953","7,705"
"T20130021622","37,362","8,797"
"T20130021624","277,121","8,582"
"T20130021676","17,632","3,139"
"T20130021696","391","5,520"
"T20130021712","36,858","9,413"
"T20130021730","57,501","9,499"
"T20130021781","57,530","5,678"
"T20130021819","55,168","9,326"
"T20130021822","36,818","101,329"
"T20130021823","264,819","5,040"
"T20130021871","41,455","5,929"
"T20130021914","221,459","8,758"
"T20130021924","37,980","9,012"
"T20130021925","1,323","8,758"
"T20130021928","234,609","5,988"
"T20130021932","36,983","9,445"
"T20130021947","36,982","9,440"
"T20130021949","41,916","5,736"
"T20130021972","223,319","6,815"
"T20130021977","230,680","8,808"
"T20130022027","246,851","6,573"
"T20130022031","37,590","9,484"
"T20130022066","264,270","3,140"
"T20130022161","37,587","9,463"
"T20130022176","51,735","4,190"
"T20130022202","45,686","1,001"
"T20130022220","60,593","4,321"
"T20130022243","72,366","7,752"
"T20130022268","29,435","8,803"
"T20130022301","169","9,305"
"T20130022307","264,181","100,338"
"T20130022420","39,504","5,334"
"T20130022430","222,826","100,784"
"T20130022471","265,067","6,333"
"T20130022475","57,709","9,390"
"T20130022480","39,756","103,013"
"T20130022506","868","6,379"
"T20130022560","43,767","101,639"
"T20130022610","29,796","8,903"
"T20130022622","46,490","101,934"
"T20130022630","263,870","9,477"
"T20130022646","42,577","105,834"
"T20130022664","49,120","7,776"
"T20130022704","225,009","8,693"
"T20130022712","48,173","8,597"
"T20130022714","830","6,238"
"T20130022724","66,543","9,446"
"T20130022729","278,638","1,102"
"T20130022744","264,300","6,293"
"T20130022768","19,347","4,056"
"T20130022778","35,431","1,016"
"T20130022780","265,312","7,830"
"T20130022787","35,394","106,072"
"T20130022797","43,662","8,536"
"T20130022853","46,278","5,884"
"T20130022880","265,195","5,260"
"T20130022919","50,635","7,970"
"T20130022968","224,568","5,794"
"T20130023014","917","6,638"
"T20130023019","63,338","100,461"
"T20130023020","35,491","9,520"
"T20130023024","1,189","7,697"
"T20130023047","37,962","9,010"
"T20130023060","46,486","1,030"
"T20130023102","41,796","5,739"
"T20130023104","43,487","100,386"
"T20130023106","275,497","7,829"
"T20130023119","39,031","5,188"
"T20130023155","57,285","3,101"
"T20130023180","1,178","6,541"
"T20130023207","40,831","5,581"
"T20130023242","258,754","101,246"
"T20130023259","29,710","6,284"
"T20130023263","36,862","9,441"
"T20130023271","54,453","9,413"
"T20130023273","71,455","7,637"
"T20130023287","42,197","6,153"
"T20130023337","278,643","104,583"
"T20130023350","37,424","9,497"
"T20130023377","94","8,643"
"T20130023381","41,182","8,839"
"T20130023409","41,876","5,838"
"T20130023422","35,714","9,155"
"T20130023450","41,933","5,759"
"T20130023462","234,609","5,988"
"T20130023473","265,985","2,379"
"T20130023483","36,466","5,865"
"T20130023489","69,466","6,019"
"T20130023496","29,592","9,519"
"T20130023513","61,548","8,711"
"T20130023535","35,408","9,510"
"T20130023579","29,573","5,329"
"T20130023590","59,579","100,731"
"T20130023591","119","9,473"
"T20130023609","38,688","9,300"
"T20130023620","70,068","6,163"
"T20130023625","29,773","6,797"
"T20130023637","379","106,081"
"T20130023683","40,840","5,589"
"T20130023685","57,632","1,028"
"T20130023685","57,632","7,642"
"T20130023696","47,815","104,009"
"T20130023697","47,193","5,826"
"T20130023709","45,553","9,117"
"T20130023747","72,780","6,745"
"T20130023765","29,710","6,284"
"T20130023779","45,793","104,848"
"T20130023787","243,654","6,575"
"T20130023838","224,600","105,625"
"T20130023842","54,610","5,442"
"T20130023844","38,468","5,044"
"T20130023860","265,764","5,068"
"T20130023879","221,904","6,188"
"T20130023922","265,467","6,456"
"T20130023944","37,592","9,490"
"T20130024100","35,611","6,265"
"T20130024145","44,884","104,258"
"T20130024169","264,740","8,827"
"T20130024171","37,702","5,528"
"T20130024172","265,513","9,286"
"T20130024221","222,826","100,784"
"T20130024222","46,208","9,077"
"T20130024224","37,888","9,195"
"T20130024227","713","5,957"
"T20130024232","266,036","101,730"
"T20130024279","52,980","102,456"
"T20130024283","44,590","8,840"
"T20130024395","35,862","8,776"
"T20130024427","46,819","9,477"
"T20130024433","41,910","5,791"
"T20130024434","61,305","104,795"
"T20130024445","43,027","6,301"
"T20130024455","63,799","9,088"
"T20130024474","231,006","9,038"
"T20130024497","276","9,601"
"T20130024500","49,188","1,232"
"T20130024518","47,289","5,836"
"T20130024521","29,961","1,319"
"T20130024559","44,621","8,911"
"T20130024571","46,777","9,030"
"T20130024583","35,785","7,781"
"T20130024608","43,152","6,282"
"T20130024630","43,895","6,606"
"T20130024654","54,089","6,083"
"T20130024656","29,869","9,586"
"T20130024674","15,407","7,727"
"T20130024744","68,141","5,702"
"T20130024756","265,758","104,307"
"T20130024763","84","5,272"
"T20130024765","62,574","8,895"
"T20130024794","45,830","7,696"
"T20130024807","49,791","7,662"
"T20130024830","29,565","5,348"
"T20130024842","55,302","5,541"
"T20130024846","64,831","9,211"
"T20130024860","42,746","6,207"
"T20130024868","43,033","6,353"
"T20130024881","46,992","101,446"
"T20130024932","44,382","9,567"
"T20130024938","42,451","6,033"
"T20130024942","1,174","6,545"
"T20130024948","53,216","9,400"
"T20130024961","252,107","6,531"
"T20130024976","42,744","6,221"
"T20130024979","46,158","9,453"
"T20130024982","42,146","6,172"
"T20130025001","265,763","100,417"
"T20130025016","41,910","5,791"
"T20130025027","39,363","5,297"
"T20130025029","38,321","5,116"
"T20130025033","69,231","5,947"
"T20130025038","54,836","1,077"
"T20130025097","846","106,069"
"T20130025105","52,777","2,252"
"T20130025106","49,445","104,269"
"T20130025136","44,465","7,774"
"T20130025139","35,379","7,770"
"T20130025155","265,939","5,982"
"T20130025181","265,879","101,458"
"T20130025186","35,562","5,864"
"T20130025194","42,460","6,194"
"T20130025205","50,129","7,770"
"T20130025251","46,350","101,731"
"T20130025260","262,802","103,815"
"T20130025267","53,343","1,026"
"T20130025293","71,024","105,025"
"T20130025334","46,801","6,035"
"T20130025373","53,184","1,001"
"T20130025373","53,184","9,291"
"T20130025376","57,501","9,499"
"T20130025380","50,193","7,805"
"T20130025429","37,916","9,186"
"T20130025450","71,655","1,117"
"T20130025479","222,851","1,029"
"T20130025496","41,116","9,559"
"T20130025502","45,763","8,864"
"T20130025510","39,339","5,339"
"T20130025518","876","6,270"
"T20130025521","278,568","8,642"
"T20130025531","72,430","7,773"
"T20130025535","266,024","9,298"
"T20130025540","57,629","1,027"
"T20130025550","266,026","105,695"
"T20130025607","29,375","9,241"
"T20130025625","44,621","8,911"
"T20130025642","225,009","8,693"
"T20130025649","265,303","2,198"
"T20130025662","42,155","6,101"
"T20130025666","51,343","104,058"
"T20130025687","265,304","101,973"
"T20130025711","29,754","8,738"
"T20130025729","868","6,379"
"T20130025776","30,002","6,047"
"T20130025794","39,532","5,319"
"T20130025821","41,762","5,995"
"T20130025827","44,444","7,673"
"T20130025857","39,539","5,236"
"T20130025859","39,603","103,516"
"T20130025864","45,825","100,829"
"T20130025870","781","102,988"
"T20130025901","265,350","101,197"
"T20130025921","266,189","9,450"
"T20130025930","478","5,254"
"T20130025938","38,670","9,392"
"T20130025950","84","5,272"
"T20130025953","43,152","6,282"
"T20130025960","30,027","3,099"
"T20130025973","29,396","9,329"
"T20130025987","41,989","5,913"
"T20130026000","43,662","8,536"
"T20130026050","270,240","102,235"
"T20130026082","44,970","1,127"
"T20130026095","67,377","5,574"
"T20130026126","1,190","100,334"
"T20130026171","57,726","6,407"
"T20130026186","266,268","9,597"
"T20130026187","53,471","2,368"
"T20130026199","36,230","9,314"
"T20130026203","36,932","9,400"
"T20130026223","38,226","9,002"
"T20130026246","43,986","6,804"
"T20130026251","10,592","1,000"
"T20130026254","73,416","7,929"
"T20130026261","61,029","8,561"
"T20130026297","37,712","9,449"
"T20130026308","1,246","9,121"
"T20130026322","73,880","8,000"
"T20130026324","37,720","5,441"
"T20130026339","45,878","101,439"
"T20130026358","49,826","7,675"
"T20130026387","36,398","101,547"
"T20130026400","223,827","7,833"
"T20130026420","39,826","1,018"
"T20130026424","40,438","5,499"
"T20130026473","233,297","8,994"
"T20130026485","35,330","6,434"
"T20130026513","72,236","1,155"
"T20130026550","59,239","2,071"
"T20130026556","266,368","2,234"
"T20130026644","52,313","1,290"
"T20130026645","46,030","9,549"
"T20130026708","50,959","3,084"
"T20130026759","971","6,725"
"T20130026771","47,484","6,488"
"T20130026790","29,538","5,365"
"T20130026832","369","9,479"
"T20130026840","53,192","103,850"
"T20130026848","29,744","6,761"
"T20130026878","38,009","9,179"
"T20130026886","72,754","6,742"
"T20130026922","266,300","101,282"
"T20140000024","41,985","5,884"
"T20140000026","85","1,005"
"T20140000028","40,696","5,592"
"T20140000056","44,970","1,127"
"T20140000068","41,804","5,892"
"T20140000078","57,726","6,407"
"T20140000109","266,516","5,947"
"T20140000116","169","9,305"
"T20140000134","868","6,379"
"T20140000171","48,598","8,750"
"T20140000179","42,157","6,092"
"T20140000258","38,545","9,196"
"T20140000294","29,770","6,654"
"T20140000316","44,201","8,620"
"T20140000321","39,539","5,236"
"T20140000326","478","5,254"
"T20140000393","49,007","3,022"
"T20140000447","270,595","7,601"
"T20140000450","42,043","6,051"
"T20140000639","266,674","1,214"
"T20140000653","57,544","100,891"
"T20140000683","44,222","8,628"
"T20140000693","37,838","9,193"
"T20140000694","56,387","7,915"
"T20140000702","53,179","6,139"
"T20140000705","69,126","5,921"
"T20140000719","269,697","9,113"
"T20140000723","266,223","7,679"
"T20140000735","34,171","106,088"
"T20140000746","252,842","7,673"
"T20140000769","230,254","104,604"
"T20140000775","265,958","101,811"
"T20140000781","45,825","100,829"
"T20140000798","46,460","102,347"
"T20140000808","36,230","9,314"
"T20140000842","40,612","5,543"
"T20140000854","256,171","6,176"
"T20140000961","278,486","9,585"
"T20140000971","68,094","106,084"
"T20140001007","24,804","6,545"
"T20140001033","57,887","102,590"
"T20140001073","42,988","6,264"
"T20140001126","55,862","104,921"
"T20140001146","45,763","8,864"
"T20140001155","43,220","6,474"
"T20140001195","46,819","9,477"
"T20140001226","372","9,458"
"T20140001244","54,545","9,437"
"T20140001244","54,545","106,071"
"T20140001267","35,553","100,891"
"T20140001286","43,510","6,671"
"T20140001288","282,422","6,394"
"T20140001306","36,206","9,245"
"T20140001316","29,770","6,654"
"T20140001323","35,662","8,601"
"T20140001333","36,997","103,646"
"T20140001347","243,974","8,803"
"T20140001357","36,210","9,279"
"T20140001384","266,859","5,682"
"T20140001384","266,859","106,095"
"T20140001461","36,094","102,197"
"T20140001481","49,684","1,003"
"T20140001482","44,465","7,774"
"T20140001502","37,678","100,907"
"T20140001511","41,820","5,903"
"T20140001524","35,611","6,265"
"T20140001544","238,117","1,241"
"T20140001586","39,775","5,202"
"T20140001596","41,191","102,041"
"T20140001619","37,764","8,674"
"T20140001659","1,174","6,545"
"T20140001673","66,108","5,346"
"T20140001674","37,585","9,474"
"T20140001725","71,369","101,383"
"T20140001732","37,616","106,082"
"T20140001733","266,961","101,027"
"T20140001736","91,659","5,490"
"T20140001808","35,262","7,715"
"T20140001811","29,435","8,803"
"T20140001834","29,887","1,002"
"T20140001837","37,590","9,484"
"T20140001843","37,321","9,379"
"T20140001887","795","6,010"
"T20140001895","29,396","9,329"
"T20140001979","36,271","104,777"
"T20140002001","44,220","8,618"
"T20140002005","47,042","9,262"
"T20140002019","37,585","9,474"
"T20140002028","270,244","7,951"
"T20140002033","49,826","7,675"
"T20140002070","54,763","9,022"
"T20140002103","267,101","5,237"
"T20140002110","44,058","6,905"
"T20140002115","59,034","3,110"
"T20140002123","35,304","9,276"
"T20140002126","278,550","105,769"
"T20140002156","792","6,047"
"T20140002162","25,256","6,509"
"T20140002169","43,503","6,669"
"T20140002178","35,315","6,359"
"T20140002187","39,687","101,439"
"T20140002188","234,950","7,920"
"T20140002198","235,988","9,531"
"T20140002211","44,443","7,666"
"T20140002220","36,214","9,298"
"T20140002255","29,710","6,284"
"T20140002262","45,230","9,054"
"T20140002339","35,705","8,760"
"T20140002354","37,590","9,484"
"T20140002382","223,827","7,833"
"T20140002407","36,529","6,314"
"T20140002443","46,486","1,030"
"T20140002477","46,304","9,102"
"T20140002486","29,770","6,654"
"T20140002494","78","9,390"
"T20140002509","62,722","8,910"
"T20140002519","229,693","9,484"
"T20140002565","271,270","6,676"
"T20140002626","741","5,823"
"T20140002631","42,577","105,834"
"T20140002660","266,502","105,642"
"T20140002672","58,675","102,742"
"T20140002723","70,407","6,283"
"T20140002727","59,561","3,208"
"T20140002734","38,572","8,805"
"T20140002735","41,364","5,894"
"T20140002741","85","1,005"
"T20140002750","265,067","6,333"
"T20140002761","1,248","8,753"
"T20140002763","59,065","3,115"
"T20140002779","48,173","8,597"
"T20140002789","52,838","2,283"
"T20140002793","64,466","101,984"
"T20140002800","47,055","5,325"
"T20140002861","267,330","5,663"
"T20140002876","270,204","102,475"
"T20140002916","46,562","101,777"
"T20140002995","391","5,520"
"T20140003057","41,191","102,041"
"T20140003069","65,955","9,360"
"T20140003093","41,712","5,972"
"T20140003119","59,586","102,518"
"T20140003123","48,120","5,363"
"T20140003130","37,142","9,418"
"T20140003167","61,029","8,561"
"T20140003174","48,598","8,750"
"T20140003192","50,051","7,734"
"T20140003204","37,585","9,474"
"T20140003256","50,016","7,724"
"T20140003311","278,668","9,130"
"T20140003320","271,263","9,285"
"T20140003328","228,127","9,056"
"T20140003362","249,179","9,510"
"T20140003372","38,608","8,685"
"T20140003384","46,695","6,038"
"T20140003398","266,784","105,409"
"T20140003413","36,997","103,646"
"T20140003446","223,351","6,605"
"T20140003468","38,474","5,047"
"T20140003477","1,246","9,121"
"T20140003487","45,641","9,164"
"T20140003489","10,592","1,000"
"T20140003497","68,575","5,785"
"T20140003506","44,220","8,618"
"T20140003510","267,638","101,153"
"T20140003540","36,797","8,602"
"T20140003542","42,458","6,161"
"T20140003559","36,291","9,323"
"T20140003563","44,239","8,632"
"T20140003594","128","1,020"
"T20140003613","29,953","7,833"
"T20140003632","267,758","103,248"
"T20140003649","57,918","5,726"
"T20140003675","949","6,684"
"T20140003677","37,916","9,186"
"T20140003697","37,919","9,186"
"T20140003718","45,050","100,447"
"T20140003760","36,983","9,445"
"T20140003803","47,916","5,229"
"T20140003842","49,691","7,616"
"T20140003850","233,297","8,994"
"T20140003862","58,068","9,577"
"T20140003895","119","9,473"
"T20140003912","43,935","106,073"
"T20140003951","29,869","9,586"
"T20140003961","46,792","9,234"
"T20140003985","35,330","6,434"
"T20140004009","38,056","9,026"
"T20140004011","57,901","8,925"
"T20140004016","607","5,406"
"T20140004130","40,137","102,495"
"T20140004134","44,382","9,567"
"T20140004138","65,993","5,311"
"T20140004184","43,367","1,022"
"T20140004207","57,544","100,891"
"T20140004213","713","5,957"
"T20140004219","38,056","9,026"
"T20140004256","49,662","7,602"
"T20140004259","221,459","8,758"
"T20140004264","58,925","3,077"
"T20140004323","44,884","104,258"
"T20140004370","35,424","106,093"
"T20140004389","221,398","8,655"
"T20140004399","35,769","4,025"
"T20140004408","267,305","8,676"
"T20140004414","73,562","103,547"
"T20140004430","57,726","6,407"
"T20140004434","44,201","8,620"
"T20140004451","55,376","2,311"
"T20140004458","793","1,000"
"T20140004458","793","6,086"
"T20140004508","269,997","9,106"
"T20140004522","1,246","9,121"
"T20140004525","40,694","101,544"
"T20140004567","35,451","8,750"
"T20140004612","53,417","3,087"
"T20140004641","267,485","4,198"
"T20140004671","53,179","6,139"
"T20140004691","270,169","9,213"
"T20140004693","277,431","6,786"
"T20140004698","270,170","104,002"
"T20140004732","39,435","5,175"
"T20140004740","228,064","1,190"
"T20140004750","46,152","6,726"
"T20140004751","41,910","5,791"
"T20140004787","38,572","8,805"
"T20140004820","47,365","5,518"
"T20140004873","29,384","6,112"
"T20140004914","37,235","9,084"
"T20140004916","37,962","9,010"
"T20140004917","57,544","100,891"
"T20140004926","42,822","8,978"
"T20140004945","36,797","8,602"
"T20140004961","38,688","9,300"
"T20140004976","44,884","104,258"
"T20140005021","42,852","6,387"
"T20140005030","43,472","8,943"
"T20140005032","270,161","9,471"
"T20140005061","45,419","9,087"
"T20140005069","40,679","8,954"
"T20140005071","49,732","7,630"
"T20140005109","222,991","102,035"
"T20140005113","270,180","9,331"
"T20140005115","58,925","3,077"
"T20140005134","46,152","6,726"
"T20140005136","255,554","8,747"
"T20140005159","36,830","5,850"
"T20140005173","239,030","7,834"
"T20140005174","278,728","8,641"
"T20140005176","273,798","6,566"
"T20140005205","58,082","104,817"
"T20140005246","270,238","105,714"
"T20140005264","44,884","104,258"
"T20140005281","54,437","9,161"
"T20140005299","44,382","9,567"
"T20140005322","37,697","5,510"
"T20140005372","622","5,688"
"T20140005423","37,838","9,193"
"T20140005426","42,197","6,153"
"T20140005453","36,797","8,602"
"T20140005454","52,860","2,313"
"T20140005455","35,384","9,352"
"T20140005457","237,965","8,583"
"T20140005484","270,289","6,532"
"T20140005516","37,496","5,124"
"T20140005519","270,303","5,553"
"T20140005525","43,287","6,470"
"T20140005537","44,221","8,622"
"T20140005563","53,417","3,087"
"T20140005579","36,419","8,780"
"T20140005608","11","9,205"
"T20140005624","49,301","104,344"
"T20140005628","269,773","6,304"
"T20140005639","35,391","105,428"
"T20140005643","270,430","104,454"
"T20140005647","41,985","5,884"
"T20140005664","54,410","102,418"
"T20140005696","33,879","1,002"
"T20140005715","267,722","9,518"
"T20140005740","54,988","6,425"
"T20140005744","44,201","8,620"
"T20140005809","270,316","104,148"
"T20140005816","243,974","8,803"
"T20140005820","35,315","6,359"
"T20140005826","35,993","9,163"
"T20140005850","45,881","1,030"
"T20140005853","78","9,390"
"T20140005878","43,049","6,326"
"T20140005957","54,545","9,437"
"T20140005957","54,545","106,071"
"T20140005960","34,518","9,005"
"T20140006054","53,504","100,568"
"T20140006055","270,415","1,237"
"T20140006059","16,350","1,026"
"T20140006081","35,532","5,593"
"T20140006119","48,915","7,631"
"T20140006145","42,232","6,193"
"T20140006151","65,993","5,311"
"T20140006153","47,153","6,219"
"T20140006164","15,268","4,302"
"T20140006180","47,183","9,343"
"T20140006214","44,208","8,856"
"T20140006228","167","8,669"
"T20140006269","269,711","103,989"
"T20140006313","270,447","8,525"
"T20140006314","270,637","105,479"
"T20140006333","227,899","5,772"
"T20140006353","46,322","7,840"
"T20140006371","713","5,957"
"T20140006400","46,695","6,038"
"T20140006403","48,715","5,639"
"T20140006427","42,783","6,235"
"T20140006517","1,246","9,121"
"T20140006543","38,325","5,036"
"T20140006604","793","1,000"
"T20140006604","793","6,086"
"T20140006633","234,609","5,988"
"T20140006676","883","8,959"
"T20140006679","66,003","5,312"
"T20140006702","52,494","1,024"
"T20140006713","46,519","5,510"
"T20140006717","42,197","6,153"
"T20140006721","44,382","9,567"
"T20140006722","34,725","106,094"
"T20140006748","41,470","5,827"
"T20140006795","36,693","9,262"
"T20140006813","259,595","3,103"
"T20140006841","272,514","1,020"
"T20140006846","1,246","9,121"
"T20140006856","40,679","8,954"
"T20140006865","218","8,610"
"T20140006869","40,168","5,670"
"T20140006943","35,408","9,510"
"T20140006956","251,819","5,952"
"T20140006968","29,464","9,498"
"T20140006969","250,179","5,792"
"T20140006982","270,804","4,025"
"T20140006989","272,403","1,300"
"T20140007005","35,780","7,689"
"T20140007006","48,129","7,699"
"T20140007028","38,056","9,026"
"T20140007031","221,459","8,758"
"T20140007040","49,662","7,602"
"T20140007051","270,680","9,231"
"T20140007079","270,746","5,516"
"T20140007107","41,940","5,723"
"T20140007129","270,448","9,240"
"T20140007130","45,924","106,072"
"T20140007134","45,763","8,864"
"T20140007160","267,305","8,676"
"T20140007170","272,180","100,494"
"T20140007177","41,936","5,772"
"T20140007203","49,034","102,966"
"T20140007275","169","9,305"
"T20140007312","46,308","9,020"
"T20140007325","250,803","104,093"
"T20140007329","59,856","4,182"
"T20140007330","47,183","9,343"
"T20140007340","35,408","9,510"
"T20140007341","45,881","1,030"
"T20140007343","35,800","3,135"
"T20140007380","46,695","6,038"
"T20140007395","234,609","5,988"
"T20140007421","45,830","7,696"
"T20140007437","47,248","1,001"
"T20140007437","47,248","9,285"
"T20140007438","169","9,305"
"T20140007444","59,561","3,208"
"T20140007469","39,747","5,141"
"T20140007480","343","5,266"
"T20140007486","39,706","5,184"
"T20140007523","612","5,538"
"T20140007561","230,454","9,498"
"T20140007584","39,759","5,199"
"T20140007598","271,305","9,239"
"T20140007619","29,729","8,987"
"T20140007629","46,654","1,015"
"T20140007632","270,769","6,309"
"T20140007636","46,672","9,548"
"T20140007651","43,431","6,696"
"T20140007676","35,960","8,772"
"T20140007696","41,363","5,891"
"T20140007706","612","5,538"
"T20140007738","22,711","2,231"
"T20140007746","56,060","8,990"
"T20140007763","49,290","2,254"
"T20140007773","44,459","7,800"
"T20140007783","34,171","106,088"
"T20140007816","35,342","9,231"
"T20140007821","68,792","5,835"
"T20140007828","39,578","5,306"
"T20140007897","271,011","5,071"
"T20140007904","42,744","6,221"
"T20140007924","49,211","1,246"
"T20140007966","29,735","6,626"
"T20140008000","39,578","5,306"
"T20140008021","40,808","5,610"
"T20140008061","36,746","1,317"
"T20140008063","57,544","100,891"
"T20140008074","38,056","9,026"
"T20140008088","273,067","6,166"
"T20140008100","49,649","7,597"
"T20140008105","68,816","5,841"
"T20140008116","34,021","5,673"
"T20140008140","81","5,961"
"T20140008170","72,613","7,824"
"T20140008191","37,585","9,474"
"T20140008252","29,386","9,210"
"T20140008258","36,757","5,203"
"T20140008270","56,079","8,857"
"T20140008309","234,609","5,988"
"T20140008352","230,630","9,477"
"T20140008360","1,323","8,758"
"T20140008364","63,119","8,995"
"T20140008375","56,786","5,380"
"T20140008381","43,033","6,353"
"T20140008382","65,266","5,208"
"T20140008390","29,491","9,007"
"T20140008391","51,143","3,173"
"T20140008414","44,382","9,567"
"T20140008416","236,115","8,761"
"T20140008426","233,847","6,117"
"T20140008442","19,446","4,193"
"T20140008451","51,735","4,190"
"T20140008473","29,667","5,814"
"T20140008481","36,287","9,316"
"T20140008519","244,728","8,810"
"T20140008562","70,283","6,234"
"T20140008612","270,264","5,675"
"T20140008642","43,662","8,536"
"T20140008655","36,448","6,458"
"T20140008669","46,152","6,726"
"T20140008730","38,935","5,358"
"T20140008751","224,428","6,822"
"T20140008762","43,893","6,593"
"T20140008762","43,893","6,594"
"T20140008794","270,849","105,663"
"T20140008834","36,190","106,022"
"T20140008839","271,030","5,944"
"T20140008843","16,155","7,819"
"T20140008874","94","8,643"
"T20140008879","72,824","6,750"
"T20140008912","49,301","104,344"
"T20140008924","10,610","1,001"
"T20140008953","57,726","6,407"
"T20140008959","234,609","5,988"
"T20140008967","57,401","9,016"
"T20140008969","40,926","5,585"
"T20140008985","35,662","8,601"
"T20140008986","883","8,959"
"T20140009019","271,385","7,699"
"T20140009020","15,406","7,725"
"T20140009035","721","5,995"
"T20140009045","28,872","6,424"
"T20140009058","66,516","5,398"
"T20140009068","240,343","9,415"
"T20140009078","271,591","5,303"
"T20140009119","52,011","1,074"
"T20140009126","242,278","6,512"
"T20140009146","271,535","6,260"
"T20140009158","35,726","5,487"
"T20140009180","32,382","5,669"
"T20140009207","266,784","105,409"
"T20140009224","793","1,000"
"T20140009224","793","6,086"
"T20140009232","232,956","9,505"
"T20140009234","227,971","9,057"
"T20140009279","55,417","1,237"
"T20140009332","252,718","4,233"
"T20140009335","271,991","100,055"
"T20140009346","29,384","6,112"
"T20140009349","270,682","9,242"
"T20140009358","38,688","9,300"
"T20140009389","44,245","8,587"
"T20140009398","50,655","7,978"
"T20140009407","57,305","4,159"
"T20140009411","38,056","9,026"
"T20140009435","50,099","7,755"
"T20140009470","998","8,740"
"T20140009490","45,154","9,088"
"T20140009536","271,654","5,211"
"T20140009542","43,033","6,353"
"T20140009559","29,893","1,001"
"T20140009576","224,767","9,146"
"T20140009582","271,426","5,626"
"T20140009583","32,496","101,811"
"T20140009634","39,558","5,308"
"T20140009649","43,081","6,236"
"T20140009660","43,895","6,606"
"T20140009710","36,673","9,295"
"T20140009751","44,401","8,926"
"T20140009802","56,939","101,597"
"T20140009811","40,574","5,609"
"T20140009820","271,137","104,144"
"T20140009835","29,619","5,485"
"T20140009878","41,191","102,041"
"T20140009879","35,785","7,781"
"T20140009885","169","9,305"
"T20140009906","271,803","7,788"
"T20140009939","29,893","1,001"
"T20140009967","271,828","4,026"
"T20140009969","49,524","3,257"
"T20140009970","1,323","8,758"
"T20140009976","43,662","8,536"
"T20140009979","53,417","3,087"
"T20140009985","41,935","5,751"
"T20140009987","49,974","7,711"
"T20140010085","271,149","102,285"
"T20140010101","64,823","102,391"
"T20140010136","36,529","6,314"
"T20140010150","47,365","5,518"
"T20140010165","36,230","9,314"
"T20140010181","271,173","9,009"
"T20140010184","37,952","102,346"
"T20140010194","792","6,047"
"T20140010197","271,174","2,371"
"T20140010266","42,454","6,131"
"T20140010274","36,287","9,316"
"T20140010277","39,825","1,018"
"T20140010309","42,575","6,162"
"T20140010318","38,056","9,026"
"T20140010330","223,225","8,644"
"T20140010336","38,515","8,673"
"T20140010345","38,755","8,706"
"T20140010346","271,209","9,514"
"T20140010378","32,339","100,864"
"T20140010405","45,830","7,696"
"T20140010464","271,908","4,301"
"T20140010479","42,819","6,400"
