"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20080019062","35,620","6,351"
"T20080019063","35,565","5,699"
"T20080019103","42,912","6,213"
"T20080019207","41,910","5,791"
"T20080019241","36,693","9,262"
"T20080019262","41,940","5,723"
"T20080019315","47,418","8,578"
"T20080019373","44,405","8,663"
"T20080019396","35,719","5,828"
"T20080019413","57,027","100,682"
"T20080019418","57,133","100,412"
"T20080019504","10,893","7,594"
"T20080019506","50,131","7,769"
"T20080019533","43,242","6,488"
"T20080019534","195","6,277"
"T20080019547","47,080","5,990"
"T20080019550","45,154","9,088"
"T20080019552","57,028","5,853"
"T20080019556","44,222","8,628"
"T20080019604","74,577","103,568"
"T20080019606","57,029","5,472"
"T20080019625","15,413","7,749"
"T20080019627","10,610","1,001"
"T20080019665","57,039","9,073"
"T20080019669","39,558","5,308"
"T20080019678","40,951","5,456"
"T20080019814","48,393","9,207"
"T20080019865","29,908","8,608"
"T20080019942","53,254","1,245"
"T20080019980","41,713","5,715"
"T20080020040","43,895","6,606"
"T20080020087","50,996","3,103"
"T20080020108","35,714","9,155"
"T20080020145","29,619","5,485"
"T20080020357","37,241","9,421"
"T20080020358","38,669","9,392"
"T20080020366","285,063","9,406"
"T20080020409","37,297","8,969"
"T20080020418","40,442","5,558"
"T20080020443","42,197","6,153"
"T20080020491","46,543","1,004"
"T20080020521","44,771","7,551"
"T20080020577","57,521","5,623"
"T20080020613","49,240","2,313"
"T20080020632","35,389","9,383"
"T20080020634","50,057","7,738"
"T20080020759","35,304","9,276"
"T20080020796","1,323","8,758"
"T20080020812","47,540","8,695"
"T20080020860","22,519","2,274"
"T20080020870","55,302","5,541"
"T20080020878","37,585","9,474"
"T20080020897","50,072","7,742"
"T20080020914","42,815","6,381"
"T20080020924","47,332","9,049"
"T20080020958","44,083","6,867"
"T20080020966","57,121","104,173"
"T20080020976","50,355","7,957"
"T20080021003","600","5,563"
"T20080021048","217,059","5,159"
"T20080021069","50,210","7,813"
"T20080021071","35,308","1,001"
"T20080021071","35,308","9,286"
"T20080021113","44,201","8,620"
"T20080021118","35,611","6,265"
"T20080021214","46,322","7,840"
"T20080021218","1,323","8,758"
"T20080021240","57,530","5,678"
"T20080021364","228","9,406"
"T20080021431","35,689","9,138"
"T20080021480","376","102,938"
"T20080021502","29,744","6,761"
"T20080021503","55,321","4,018"
"T20080021541","46,938","5,160"
"T20080021598","43,431","6,696"
"T20080021602","35,705","8,760"
"T20080021608","36,984","8,808"
"T20080021648","43,662","8,536"
"T20080021672","43,859","6,583"
"T20080021689","792","6,047"
"T20080021766","40,789","5,565"
"T20080021826","478","5,254"
"T20080021883","46,543","1,004"
"T20080021906","57,091","8,953"
"T20080021935","55,700","5,397"
"T20080021938","27,760","6,512"
"T20080021960","35,314","6,894"
"T20080021979","38,449","5,135"
"T20080021981","42,197","6,153"
"T20080022026","40,894","5,517"
"T20080022071","43,510","6,671"
"T20080022084","1,323","8,758"
"T20080022100","37,235","9,084"
"T20080022108","39,071","8,985"
"T20080022157","48,998","1,026"
"T20080022261","40,802","5,625"
"T20080022283","65,647","102,706"
"T20080022301","43,049","6,326"
"T20080022315","222,082","4,082"
"T20080022371","29,746","6,456"
"T20080022395","42,815","6,381"
"T20080022400","29,557","103,332"
"T20080022452","35,444","9,293"
"T20080022515","57,149","100,429"
"T20080022576","43,431","6,696"
"T20080022590","478","5,254"
"T20080022620","39,071","8,985"
"T20080022667","37,531","8,676"
"T20080022705","46,492","5,627"
"T20080022733","10,592","1,000"
"T20080022796","38,694","8,690"
"T20080022903","37,916","9,186"
"T20080022955","57,080","5,019"
"T20080023004","37,590","9,484"
"T20080023129","47,248","1,001"
"T20080023129","47,248","9,285"
"T20080023154","35,438","8,799"
"T20080023158","44,208","8,856"
"T20080023183","35,408","9,510"
"T20080023286","41,722","5,935"
"T20080023324","217,306","9,028"
"T20080023346","713","5,957"
"T20080023349","1,064","6,903"
"T20080023400","43,895","6,606"
"T20080023405","29,372","9,209"
"T20080023531","22,510","2,246"
"T20080023648","49,826","7,675"
"T20080023695","40,143","9,552"
"T20080023701","35,387","9,426"
"T20080023704","48,278","7,726"
"T20080023721","41,039","5,667"
"T20080023745","45,050","100,447"
"T20080023778","42,197","6,153"
"T20080023784","44,633","8,991"
"T20080023878","57,101","9,278"
"T20080023926","48,967","104,781"
"T20080023930","36,328","104,562"
"T20080023947","29,464","9,498"
"T20080023968","218,068","1,020"
"T20080023996","36,731","5,673"
"T20080024034","36,983","9,445"
"T20080024170","285,098","4,082"
"T20080024204","57,118","104,211"
"T20080024211","57,585","6,103"
"T20080024222","35,578","6,196"
"T20080024224","40,595","5,665"
"T20080024236","57,538","5,762"
"T20080024236","57,538","100,943"
"T20080024248","57,110","5,427"
"T20080024283","35,911","104,201"
"T20080024342","41,814","5,691"
"T20080024349","46,543","1,004"
"T20080024358","35,689","9,138"
"T20080024389","15,202","3,087"
"T20080024466","39,923","9,542"
"T20080024476","37,962","9,010"
"T20080024493","35,446","9,275"
"T20080024532","42,866","6,323"
"T20080024608","30,722","9,145"
"T20080024638","19,446","4,193"
"T20080024716","47,362","101,498"
"T20080024756","43,287","6,470"
"T20080024757","51,107","3,150"
"T20080024795","42,337","6,167"
"T20080024829","10,760","100,578"
"T20080024839","49,662","7,602"
"T20080024865","41,182","8,839"
"T20080024875","10,381","1,002"
"T20080024890","223,511","5,206"
"T20080024909","35,690","1,155"
"T20080024910","930","6,588"
"T20080024953","10,592","1,000"
"T20080025061","48,998","1,026"
"T20080025112","29,387","9,395"
"T20080025154","57,123","9,071"
"T20080025162","221,814","106,052"
"T20080025167","19","9,229"
"T20080025190","39,557","5,303"
"T20080025201","55,417","1,237"
"T20080025221","53,208","7,820"
"T20080025230","42,610","6,046"
"T20080025240","169","9,305"
"T20080025387","46,387","7,701"
"T20080025494","43,287","6,470"
"T20080025498","217,521","101,622"
"T20080025554","59,756","4,174"
"T20080025575","35,408","9,510"
"T20080025608","55,376","2,311"
"T20080025613","78","9,390"
"T20080025621","29,429","9,408"
"T20080025623","36,984","8,808"
"T20080025626","29,667","5,814"
"T20080025667","10,592","1,000"
"T20080025682","37,297","8,969"
"T20080025757","84","5,272"
"T20080025856","329","5,267"
"T20080025883","43,287","6,470"
"T20080025919","37,838","9,193"
"T20080025955","38,938","5,362"
"T20080025960","47,824","100,786"
"T20080025993","29,386","9,210"
"T20080026013","38,321","5,116"
"T20080026077","1,175","6,546"
"T20080026119","46,350","101,731"
"T20080026129","43,779","1,021"
"T20080026134","45,430","9,114"
"T20080026273","713","5,957"
"T20080026383","51,698","105,978"
"T20080026418","56,710","7,924"
"T20080026515","35,769","4,025"
"T20080026522","37,856","102,008"
"T20080026555","795","6,010"
"T20080026590","38,487","5,067"
"T20080026624","49,649","7,597"
"T20080026687","2,784","101,329"
"T20080026718","41,920","5,741"
"T20080026728","35,862","8,776"
"T20080026801","43,242","6,488"
"T20080026879","840","6,411"
"T20080026901","217,799","9,276"
"T20080026986","36,693","9,262"
"T20080027049","1,190","100,334"
"T20080027053","83","9,299"
"T20080027165","47,157","101,752"
"T20080027263","35,705","8,760"
"T20080027271","47,319","9,568"
"T20080027274","11,171","9,243"
"T20080027366","39,219","103,330"
"T20080027382","40,909","5,594"
"T20080027411","29,435","8,803"
"T20080027425","228","9,406"
"T20080027445","36,932","9,400"
"T20080027510","29,387","9,395"
"T20080027572","35,784","7,781"
"T20080027574","38,155","9,047"
"T20080027636","46,463","6,224"
"T20080027653","49,826","7,675"
"T20080027719","53,412","5,736"
"T20080027755","876","6,270"
"T20080027769","35,620","6,351"
"T20080027772","29,384","6,112"
"T20080027809","42,577","105,834"
"T20080027847","43,974","6,814"
"T20080027897","28,824","1,002"
"T20080027924","52,286","1,249"
"T20080027942","44,031","6,854"
"T20080027947","29,464","9,498"
"T20080027983","224,600","105,625"
"T20080028001","38,816","102,200"
"T20080028012","57,176","102,398"
"T20080028021","37,653","5,503"
"T20080028090","42,360","100,577"
"T20080028100","37,164","8,624"
"T20080028158","29,425","9,391"
"T20080028166","54,837","3,150"
"T20080028282","793","1,000"
"T20080028282","793","6,086"
"T20080028296","959","6,714"
"T20080028311","42,361","100,577"
"T20080028385","920","6,634"
"T20080028386","37,962","9,010"
"T20080028415","39,504","5,334"
"T20080028519","35,638","102,085"
"T20080028574","343","5,266"
"T20080028665","222,946","9,245"
"T20080028693","53,892","7,653"
"T20080028741","52,859","2,308"
"T20080028780","44,909","9,138"
"T20080028794","38,993","5,200"
"T20080028847","37,788","5,457"
"T20080028926","35,572","6,009"
"T20080029008","41","6,531"
"T20080029056","35,882","100,529"
"T20080029112","46,152","6,726"
"T20080029117","612","5,538"
"T20080029141","50,635","7,970"
"T20080029163","49,277","2,305"
"T20080029190","1,316","8,715"
"T20080029196","57,544","100,891"
"T20080029205","42,590","6,184"
"T20080029230","52,840","2,284"
"T20080029244","228","9,406"
"T20080029290","53,878","8,985"
"T20080029312","29,591","9,544"
"T20080029342","42,880","6,226"
"T20080029369","30,002","6,047"
"T20080029398","22,622","101,189"
"T20080029413","35,662","8,601"
"T20080029429","57,203","7,772"
"T20080029528","36,599","8,672"
"T20080029612","29,667","5,814"
"T20080029618","36,983","9,445"
"T20080029648","41,964","5,794"
"T20080029670","33,746","101,548"
"T20080029687","35,537","5,773"
"T20080029687","35,537","104,334"
"T20080029692","84","5,272"
"T20080029715","45,654","9,030"
"T20080029729","47,153","6,219"
"T20080029748","45,642","9,183"
"T20080029775","43,027","6,301"
"T20080029804","874","6,406"
"T20080029877","35,862","8,776"
"T20080029939","15,406","7,725"
"T20080030025","42,880","6,226"
"T20080030059","28,872","6,424"
"T20080030066","41,953","5,795"
"T20080030075","51,107","3,150"
"T20080030139","33,879","1,002"
"T20080030166","224,272","101,908"
"T20080030184","52,110","1,153"
"T20080030238","35,862","8,776"
"T20080030265","35,578","6,196"
"T20080030296","29,372","9,209"
"T20080030319","42,746","6,207"
"T20080030350","39,033","5,183"
"T20080030385","48,119","5,175"
"T20080030386","37,583","9,452"
"T20080030422","35,984","102,061"
"T20080030496","35,416","5,526"
"T20080030504","49,524","3,257"
"T20080030557","54,355","104,151"
"T20080030583","795","6,010"
"T20080030617","57,254","100,065"
"T20080030623","49,662","7,602"
"T20080030666","53,513","1,232"
"T20080030684","42,787","6,269"
"T20080030704","46,152","6,726"
"T20080030755","11","9,205"
"T20080030779","40,838","5,584"
"T20080030788","41,364","5,894"
"T20080030821","70,800","6,396"
"T20080030844","52,392","103,260"
"T20080030874","35,442","100,323"
"T20080030891","35,315","6,359"
"T20080030893","49,210","1,245"
"T20080030938","41,920","5,741"
"T20080030945","40","6,522"
"T20080030959","14,250","5,488"
"T20080030986","35,891","6,614"
"T20080031020","29,746","6,456"
"T20080031091","793","1,000"
"T20080031091","793","6,086"
"T20080031119","15,406","7,725"
"T20080031135","29,416","9,375"
"T20080031177","1,248","8,753"
"T20080031193","801","6,166"
"T20080031227","43,049","6,326"
"T20080031229","35,838","105,419"
"T20080031306","224,308","9,533"
"T20080031333","35,909","4,020"
"T20080031371","44,497","7,771"
"T20080031381","224,287","6,330"
"T20080031382","49,991","103,577"
"T20080031382","49,991","103,809"
"T20080031394","35,642","6,766"
"T20080031483","57,229","101,221"
"T20080031499","57,232","103,359"
"T20080031527","84","5,272"
"T20080031569","84","5,272"
"T20080031574","10,592","1,000"
"T20080031581","45,568","9,051"
"T20080031582","36,210","9,279"
"T20080031588","35,889","104,576"
"T20080031599","46,695","6,038"
"T20080031616","35,782","7,700"
"T20080031745","57,065","9,172"
"T20080031762","29,372","9,209"
"T20080031773","218,420","101,548"
"T20080031779","50,635","7,970"
"T20080031786","42,759","6,261"
"T20080031824","35,838","105,419"
"T20080031876","42,975","6,210"
"T20080031897","41,745","5,988"
"T20080031938","35,407","9,499"
"T20080031949","40,500","5,518"
"T20080032009","40,861","5,414"
"T20080032059","57,252","5,818"
"T20080032115","29,920","7,826"
"T20080032287","40,520","5,523"
"T20080032339","48,512","103,334"
"T20080032466","35,465","5,322"
"T20080032494","37,894","9,038"
"T20080032507","917","6,638"
"T20080032549","37,235","9,084"
"T20080032598","37,170","9,420"
"T20080032616","41","6,531"
"T20080032704","42,746","6,207"
"T20080032719","42,866","6,323"
"T20080032754","49,910","7,697"
"T20080032757","223,145","9,366"
"T20080032766","57,667","1,211"
"T20080032779","57,716","5,825"
"T20080032901","57,446","5,219"
"T20080032909","42,744","6,221"
"T20080032914","32,339","100,864"
"T20080032939","57,719","103,295"
"T20080032973","35,069","9,341"
"T20080033028","39,756","103,013"
"T20080033048","45,647","102,238"
"T20080033192","48,539","6,016"
"T20080033216","57,720","9,454"
"T20080033231","10,592","1,000"
"T20080033246","57,723","101,967"
"T20080033262","906","6,647"
"T20080033320","57,716","5,825"
"T20080033336","218,516","5,729"
"T20080033369","57,437","5,157"
"T20080033402","57,725","104,855"
"T20080033433","29,387","9,395"
"T20080033435","35,785","7,781"
"T20080033543","37,908","105,057"
"T20080033548","52,926","2,328"
"T20080033550","36,189","8,739"
"T20080033601","43,143","6,272"
"T20080033604","43,287","6,470"
"T20080033642","57,727","2,267"
"T20080033760","29,794","6,507"
"T20080033763","43,287","6,470"
"T20080033893","38,377","5,114"
"T20080033925","41,916","5,736"
"T20080033945","57,729","104,687"
"T20080033958","50,218","7,814"
"T20080034053","37,235","9,084"
"T20080034071","36,208","9,264"
"T20080034146","587","5,653"
"T20080034169","533","8,871"
"T20080034229","29,395","8,853"
"T20080034357","55,791","6,194"
"T20080034369","22","9,260"
"T20080034426","49,826","7,675"
"T20080034428","39,773","102,335"
"T20080034485","43,564","6,773"
"T20080034487","35,413","5,528"
"T20080034503","29,525","9,307"
"T20080034533","15,406","7,725"
"T20080034575","78","9,390"
"T20080034620","46,085","1,000"
"T20080034634","37,987","101,456"
"T20080034652","84","5,272"
"T20080034659","57,739","102,957"
"T20080034664","57,488","100,012"
"T20080034716","57,544","100,891"
"T20080034751","84","5,272"
"T20080034771","37,235","9,084"
"T20080034844","35,553","100,891"
"T20080034860","40,914","5,669"
"T20080035019","55,791","6,194"
"T20080035054","899","6,573"
"T20080035063","39,789","5,165"
"T20080035070","232,708","5,336"
"T20080035103","54,191","9,407"
"T20080035188","35,568","5,774"
"T20080035218","29,565","5,348"
"T20080035229","35,775","2,380"
"T20080035251","57,721","1,172"
"T20080035255","596","103,566"
"T20080035269","35,341","106,066"
"T20080035288","43,747","8,733"
"T20080035301","40,942","5,603"
"T20080035349","220,104","9,199"
"T20080035363","30,002","6,047"
"T20080035376","36,938","6,478"
"T20080035381","37,235","9,084"
"T20080035383","52,236","1,228"
"T20080035462","795","6,010"
"T20080035478","57,318","2,179"
"T20080035510","33,759","5,763"
"T20080035551","673","5,849"
"T20080035568","30,032","2,287"
"T20080035661","35,638","102,085"
"T20080035670","222,727","5,760"
"T20080035694","37,962","9,010"
"T20080035748","50,536","7,641"
"T20080035784","544","1,017"
"T20080035943","259,302","3,135"
"T20080035963","57,753","2,256"
"T20080035999","40,894","5,517"
"T20080036065","57,484","9,447"
"T20080036112","46,102","8,848"
"T20080036135","57,458","5,279"
"T20080036143","29,386","9,210"
"T20080036202","29,746","6,456"
"T20080036207","57,754","6,395"
"T20080036221","52,939","104,417"
"T20080036294","673","5,849"
"T20080036403","57,544","100,891"
"T20080036407","38,572","8,805"
"T20080036502","242","9,424"
"T20080036505","228","9,406"
"T20080036532","57,065","9,172"
"T20080036676","35,428","5,073"
"T20080036685","40,564","5,424"
"T20080036706","57,757","104,770"
"T20080036717","29,364","9,206"
"T20080036743","106","6,651"
"T20080036808","43,367","1,022"
"T20080036829","36,780","5,061"
"T20080036835","29,372","9,209"
"T20080036906","35,379","7,770"
"T20080036920","919","6,636"
"T20080037087","35,562","5,864"
"T20080037155","29,551","106,070"
"T20080037176","39,748","5,146"
"T20080037194","49,903","101,785"
"T20080037273","219,135","9,089"
"T20080037289","54,466","1,243"
"T20080037305","793","1,000"
"T20080037305","793","6,086"
"T20080037339","42,123","101,320"
"T20080037347","29,813","9,115"
"T20080037380","44,114","103,658"
"T20080037430","51,267","100,152"
"T20080037431","54,836","1,077"
"T20080037457","932","6,711"
"T20080037505","953","6,695"
"T20080037641","15,202","3,087"
"T20080037725","47,919","1,001"
"T20080037742","29,230","100,532"
"T20080037751","40,812","5,676"
"T20080037772","587","5,653"
"T20080037777","65,998","5,313"
"T20080037878","57,741","9,203"
"T20080037890","43,012","102,028"
"T20080037931","29,837","8,716"
"T20080037937","219,242","3,028"
"T20080038001","46,197","6,203"
"T20080038022","35,562","5,864"
"T20080038081","37,261","9,374"
"T20080038188","57,474","9,414"
"T20080038197","52,121","1,161"
"T20080038222","15,406","7,725"
"T20080038235","53,184","1,001"
"T20080038235","53,184","9,291"
"T20080038253","29,710","6,284"
"T20080038343","29,416","9,375"
"T20080038358","35,465","5,322"
"T20080038434","35,411","106,081"
"T20080038459","38,321","5,116"
"T20080038484","57,777","103,980"
"T20080038487","224,637","2,122"
"T20080038569","44,909","9,138"
"T20080038580","84","5,272"
"T20080038624","57,779","5,397"
"T20080038634","36,221","9,233"
"T20080038648","57,782","1,154"
"T20080038705","29,372","9,209"
"T20080038818","29,754","8,738"
"T20080038840","46,695","6,038"
"T20080038875","11,397","8,967"
"T20080038907","51,496","4,144"
"T20080038917","50,027","7,727"
"T20080038987","37,741","5,444"
"T20080039042","35,511","5,664"
"T20080039084","45,078","9,153"
"T20080039161","40,175","5,566"
"T20080039194","37,496","5,124"
"T20080039224","14,250","5,488"
"T20080039262","37,769","102,123"
"T20080039266","43,747","8,733"
"T20080039327","39,361","5,291"
"T20080039352","32,836","6,369"
"T20080039518","36,287","9,316"
"T20080039548","36,997","103,646"
"T20080039600","36,466","5,865"
"T20080039603","10,592","1,000"
"T20080039620","42,746","6,207"
"T20080039674","596","103,566"
"T20080039682","57,465","103,335"
"T20080039712","51,145","3,172"
"T20080039876","36,997","103,646"
"T20080039885","35,687","9,089"
"T20080040016","29,395","8,853"
"T20080040076","45,842","9,109"
"T20080040153","998","8,740"
"T20080040191","41,371","6,008"
"T20080040222","119","9,473"
"T20080040253","57,800","104,533"
"T20080040302","932","6,711"
"T20080040329","224,568","5,794"
"T20080040338","57,803","103,579"
"T20080040348","57,359","8,748"
"T20080040356","37,002","9,389"
"T20080040357","44,123","103,218"
"T20080040393","343","5,266"
"T20080040400","37,908","105,057"
"T20080040425","36,982","9,440"
"T20080040458","15,312","4,326"
"T20080040484","48,539","6,016"
"T20080040544","54,763","9,022"
"T20080040545","29,387","9,395"
"T20080040681","29,920","7,826"
"T20080040685","224,681","1,020"
"T20080040700","35,387","9,426"
"T20080040739","58,071","9,404"
"T20080040760","57,852","9,201"
"T20080040775","41,894","5,818"
"T20080040776","37,859","9,037"
"T20080040785","221,849","5,108"
"T20080040863","41,765","5,784"
"T20080040887","46,312","9,063"
"T20080040899","35,408","9,510"
"T20080040907","1,195","7,845"
"T20080040974","57,801","102,566"
"T20080040984","46,158","9,453"
"T20080041007","56,459","8,575"
"T20080041052","35,375","9,350"
"T20080041237","35,714","9,155"
"T20080041272","54,913","5,038"
"T20080041328","57,357","103,176"
"T20080041364","35,687","9,089"
"T20080041369","1,038","6,857"
"T20080041423","43,287","6,470"
"T20080041426","293,752","1,253"
"T20080041506","35,407","9,499"
"T20080041509","10,850","9,416"
"T20080041511","49,275","2,260"
"T20080041534","35,931","104,669"
"T20080041608","57,542","5,771"
"T20080041608","57,542","104,334"
"T20080041611","35,553","100,891"
"T20080041612","29,988","102,067"
"T20080041673","119","9,473"
"T20080041698","57,652","7,726"
"T20080041713","219,587","5,071"
"T20080041811","24,378","6,509"
"T20080041854","36,123","105,642"
"T20080041894","52,773","2,249"
"T20080041946","39,360","104,610"
"T20080041956","57,813","9,137"
"T20080041958","39,728","8,941"
"T20080041980","39,747","5,141"
"T20080042021","37,585","9,474"
"T20080042039","57,726","6,407"
"T20080042074","33,879","1,002"
"T20080042085","35,465","5,322"
"T20080042092","793","1,000"
"T20080042092","793","6,086"
"T20080042132","35,368","100,860"
"T20080042157","19,446","4,193"
"T20080042223","37,170","9,420"
"T20080042298","43,973","6,806"
"T20080042327","57,937","1,346"
"T20080042354","38,321","5,116"
"T20080042364","35,748","6,399"
"T20080042461","195","6,277"
"T20080042467","57,531","9,555"
"T20080042475","221,992","5,954"
"T20080042531","10,850","9,416"
"T20080042581","43,580","6,715"
"T20080042607","47,741","8,778"
"T20080042730","49,662","7,602"
"T20080042762","35,588","6,065"
"T20080042789","37,295","9,341"
"T20080042792","37,295","9,341"
"T20080042882","57,548","5,795"
"T20080042910","52,125","1,162"
"T20080042911","224,779","1,110"
"T20080042928","57,828","102,729"
"T20080042944","72,527","1,174"
"T20080043068","42,590","6,184"
"T20080043170","221,969","4,298"
"T20080043288","35,728","6,115"
"T20080043296","46,316","9,361"
"T20080043328","35,408","9,510"
"T20080043335","35,384","9,352"
"T20080043412","44,993","3,129"
"T20080043429","44,796","1,344"
"T20080043449","35,439","9,331"
"T20080043450","44,938","9,006"
"T20080043462","44,123","103,218"
"T20080043525","37,269","101,938"
"T20080043526","57,065","9,172"
"T20080043541","1,062","6,909"
"T20080043587","50,131","7,769"
"T20080043590","57,596","6,269"
"T20080043604","37,962","9,010"
"T20080043610","35,394","106,072"
"T20080043636","222,424","105,886"
"T20080043750","57,835","8,559"
"T20080043756","48,278","7,726"
"T20080043768","47,013","5,822"
"T20080043815","33,759","5,763"
"T20080043838","15,413","7,749"
"T20080043873","40,189","5,568"
"T20080043883","15,418","103,414"
"T20080043884","15,202","3,087"
"T20080043925","15,418","103,414"
"T20080044038","57,867","4,172"
"T20080044103","57,385","8,912"
"T20080044139","44,909","9,138"
"T20080044157","41,376","5,796"
"T20080044219","29,372","9,209"
"T20080044248","57,887","102,590"
"T20080044249","57,839","6,618"
"T20080044328","1,246","9,121"
"T20080044337","35,368","100,860"
"T20080044343","78","9,390"
"T20080044351","41,036","5,659"
"T20080044428","221,180","5,528"
"T20080044545","50,959","3,084"
"T20080044552","54,138","8,885"
"T20080044573","46,387","7,701"
"T20080044575","222,837","103,025"
"T20080044621","57,357","103,176"
"T20080044652","39,688","101,438"
"T20080044657","84","5,272"
"T20080044684","42,638","102,027"
"T20080044718","10,893","7,594"
"T20080044736","45,881","1,030"
"T20080044746","12,930","9,559"
"T20080044785","19,446","4,193"
"T20080044791","57,901","8,925"
"T20080044853","54,798","8,982"
"T20080044881","57,821","9,376"
"T20080044911","29,798","8,906"
"T20080044933","40,110","102,496"
"T20080045014","49,331","4,270"
"T20080045017","35,726","5,487"
"T20080045045","16,155","7,819"
"T20080045067","57,605","6,373"
"T20080045079","35,611","6,265"
"T20080045084","29,746","6,456"
"T20080045111","57,701","8,007"
"T20080045185","42,414","6,097"
"T20080045273","35,646","8,529"
"T20080045287","16,155","7,819"
"T20080045343","36,321","6,197"
"T20080045400","250,940","5,783"
"T20080045433","15,443","100,568"
"T20080045505","41,364","5,894"
"T20080045516","35,400","9,485"
"T20080045578","41,820","5,903"
"T20080045585","15,437","7,843"
"T20080045596","36,610","106,114"
"T20080045599","46,350","101,731"
"T20080045600","36,151","6,004"
"T20080045603","57,846","6,409"
"T20080045630","42,290","6,037"
"T20080045705","35,428","5,073"
"T20080045706","38,711","9,214"
"T20080045734","40,872","5,468"
"T20080045748","868","6,379"
"T20080045809","52,840","2,284"
"T20080045810","57,847","6,261"
"T20080045837","29,372","9,209"
"T20080045973","29,710","6,284"
"T20080045976","92","7,829"
"T20080046040","42,232","6,193"
"T20080046051","35,546","5,754"
"T20080046051","35,546","101,261"
"T20080046116","36,858","9,413"
"T20080046123","795","6,010"
"T20080046175","37,741","5,444"
"T20080046229","35,619","6,344"
"T20080046236","37,585","9,474"
"T20080046307","39,539","5,236"
"T20080046339","35,785","7,781"
"T20080046399","37,703","5,525"
"T20080046427","65,375","101,153"
"T20080046436","40,298","106,077"
"T20080046553","29,893","1,001"
"T20080046618","49,988","103,577"
"T20080046739","68,497","5,763"
"T20080046740","42,506","104,757"
"T20080046748","259,302","3,135"
"T20080046750","50,012","7,723"
"T20080046958","221,998","104,120"
"T20080046977","37,704","5,525"
"T20080047038","37,424","9,497"
"T20080047052","57,431","9,196"
"T20080047185","57,878","8,783"
"T20080047230","35,636","1,022"
"T20080047257","1,318","9,017"
"T20080047259","56,077","7,724"
"T20080047267","219,991","9,577"
"T20080047277","16,155","7,819"
"T20080047284","36,528","5,142"
"T20080047335","43,120","104,039"
"T20080047380","35,788","7,928"
"T20080047409","37,962","9,010"
"T20080047471","45,952","9,274"
"T20080047475","36,210","9,279"
"T20080047540","57,899","105,715"
"T20080047547","37,769","102,123"
"T20080047553","52,770","2,248"
"T20080047626","35,389","9,383"
"T20080047649","56,018","1,304"
"T20080047682","220,105","6,692"
"T20080047686","57,553","5,819"
"T20080047727","51,622","103,301"
"T20080047745","578","106,098"
"T20080047753","29,465","9,495"
"T20080047815","53,740","2,262"
"T20080047854","220,009","9,339"
"T20080047860","29,996","1,205"
"T20080047866","46,152","6,726"
"T20080047918","12,930","9,559"
"T20080047936","38,477","5,048"
"T20080047948","41,116","9,559"
"T20080047978","55,362","1,130"
"T20080047983","37,969","102,349"
"T20080048022","43,895","6,606"
"T20080048047","29,729","8,987"
"T20080048120","57,912","5,172"
"T20080048135","37,702","5,528"
"T20080048227","29,893","1,001"
"T20080048343","57,585","6,103"
"T20080048361","478","5,254"
"T20080048384","99,921","1,000"
"T20080048441","42,157","6,092"
"T20080048473","55,599","1,248"
"T20080048487","1,203","8,510"
"T20080048496","52,865","2,315"
"T20080048499","929","6,605"
"T20080048510","40,093","9,514"
"T20080048545","222,633","6,828"
"T20080048558","917","6,638"
"T20080048581","52,690","2,174"
"T20090000021","44,633","8,991"
"T20090000074","10,919","6,651"
"T20090000092","50,483","4,190"
"T20090000153","57,996","4,300"
"T20090000181","39,675","100,404"
"T20090000285","220,188","8,556"
"T20090000290","35,620","6,351"
"T20090000328","277,168","6,789"
"T20090000382","38,117","103,807"
"T20090000418","49,800","7,664"
"T20090000428","39,715","5,163"
"T20090000436","54,138","8,885"
"T20090000442","224,619","8,724"
"T20090000465","73,868","105,730"
"T20090000673","31,965","5,512"
"T20090000783","38,993","5,200"
"T20090000827","53,216","9,400"
"T20090000900","48,621","9,076"
"T20090000901","29,871","9,061"
"T20090000911","34,021","5,673"
"T20090000919","43,981","6,782"
"T20090000984","10,592","1,000"
"T20090001009","39,626","5,356"
"T20090001039","34,104","101,245"
"T20090001088","29,384","6,112"
"T20090001148","226,435","5,945"
"T20090001173","223,827","7,833"
"T20090001202","30,820","9,200"
"T20090001268","33,879","1,002"
"T20090001289","35,350","105,479"
"T20090001298","54,721","8,000"
"T20090001299","57,932","5,485"
"T20090001302","57,933","9,473"
"T20090001306","57,934","6,883"
"T20090001334","57,573","6,016"
"T20090001352","44,443","7,666"
"T20090001355","57,492","9,484"
"T20090001370","45,974","5,566"
"T20090001384","57,469","9,380"
"T20090001408","47,032","103,514"
"T20090001409","29,961","1,319"
"T20090001449","49,649","7,597"
"T20090001469","57,939","105,588"
"T20090001485","29,372","9,209"
"T20090001491","44,465","7,774"
"T20090001500","46,387","7,701"
"T20090001501","44,465","7,774"
"T20090001725","57,979","5,736"
"T20090001782","29,667","5,814"
"T20090001786","106","6,651"
"T20090001824","32,586","5,914"
"T20090001903","57,954","5,768"
"T20090001903","57,954","102,478"
"T20090002005","40,939","5,460"
"T20090002031","35,431","1,016"
"T20090002054","29,365","9,206"
"T20090002108","38,313","5,102"
"T20090002130","36,466","5,865"
"T20090002141","44,918","9,123"
"T20090002157","228","9,406"
"T20090002236","42,451","6,033"
"T20090002339","225,360","102,923"
"T20090002365","29,953","7,833"
"T20090002419","43,004","6,202"
